"coordinate","configurations","parents","osvMatches","disposition"
"org.apache.httpcomponents:httpmime:4.5.6",":/buildscript/classpath","com.android.tools:sdklib:31.13.2; com.android.tools.analytics-library:crash:31.13.2; com.android.tools.build:gradle:8.13.2","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.bitbucket.b_c:jose4j:0.9.5",":/buildscript/classpath","com.android.tools.build:bundletool:1.18.1","GHSA-3677-xxcr-wjqv","Investigate applicability; qualify parent/library remedy under report WP0a/WP3/WP5; not accepted risk"
"org.bouncycastle:bcpkix-jdk18on:1.79",":/buildscript/classpath","com.android.tools:sdk-common:31.13.2; com.android.tools.build:apkzlib:8.13.2; com.android.tools.build:builder:8.13.2; com.android.tools.build:gradle:8.13.2","GHSA-wg6q-6289-32hp","Investigate applicability; qualify parent/library remedy under report WP0a/WP3/WP5; not accepted risk"
"org.bouncycastle:bcprov-jdk18on:1.78.1",":app/project/devDebugAndroidTestCompileClasspath; :app/project/devDebugCompileClasspath; :app/project/devDebugRuntimeClasspath; :app/project/devDebugUnitTestCompileClasspath; :app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseCompileClasspath; :app/project/devReleaseRuntimeClasspath; :app/project/devReleaseUnitTestCompileClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/prodDebugAndroidTestCompileClasspath; :app/project/prodDebugCompileClasspath; :app/project/prodDebugRuntimeClasspath; :app/project/prodDebugUnitTestCompileClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseCompileClasspath; :app/project/prodReleaseRuntimeClasspath; :app/project/prodReleaseUnitTestCompileClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugAndroidTestCompileClasspath; :app/project/qaDebugCompileClasspath; :app/project/qaDebugRuntimeClasspath; :app/project/qaDebugUnitTestCompileClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseCompileClasspath; :app/project/qaReleaseRuntimeClasspath; :app/project/qaReleaseUnitTestCompileClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugAndroidTestCompileClasspath; :app/project/stagingDebugCompileClasspath; :app/project/stagingDebugRuntimeClasspath; :app/project/stagingDebugUnitTestCompileClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseCompileClasspath; :app/project/stagingReleaseRuntimeClasspath; :app/project/stagingReleaseUnitTestCompileClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","project :app","GHSA-574f-3g2m-x479; GHSA-9pwp-9qqc-pr26; GHSA-c3fc-8qff-9hwx; GHSA-qp49-qgx5-5m26","Investigate applicability; qualify parent/library remedy under report WP0a/WP3/WP5; not accepted risk"
"org.bouncycastle:bcprov-jdk18on:1.79",":/buildscript/classpath","com.android.tools:sdk-common:31.13.2; com.android.tools.build:apkzlib:8.13.2; com.android.tools.build:builder:8.13.2; org.bouncycastle:bcpkix-jdk18on:1.79; org.bouncycastle:bcutil-jdk18on:1.79","GHSA-574f-3g2m-x479; GHSA-9pwp-9qqc-pr26; GHSA-c3fc-8qff-9hwx; GHSA-qp49-qgx5-5m26","Investigate applicability; qualify parent/library remedy under report WP0a/WP3/WP5; not accepted risk"
"org.bouncycastle:bcutil-jdk18on:1.79",":/buildscript/classpath","org.bouncycastle:bcpkix-jdk18on:1.79","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.checkerframework:checker-compat-qual:2.5.3",":app/project/kspDevDebugAndroidTestKotlinProcessorClasspath; :app/project/kspDevDebugKotlinProcessorClasspath; :app/project/kspDevDebugUnitTestKotlinProcessorClasspath; :app/project/kspDevReleaseKotlinProcessorClasspath; :app/project/kspDevReleaseUnitTestKotlinProcessorClasspath; :app/project/kspProdDebugAndroidTestKotlinProcessorClasspath; :app/project/kspProdDebugKotlinProcessorClasspath; :app/project/kspProdDebugUnitTestKotlinProcessorClasspath; :app/project/kspProdReleaseKotlinProcessorClasspath; :app/project/kspProdReleaseUnitTestKotlinProcessorClasspath; :app/project/kspQaDebugAndroidTestKotlinProcessorClasspath; :app/project/kspQaDebugKotlinProcessorClasspath; :app/project/kspQaDebugUnitTestKotlinProcessorClasspath; :app/project/kspQaReleaseKotlinProcessorClasspath; :app/project/kspQaReleaseUnitTestKotlinProcessorClasspath; :app/project/kspStagingDebugAndroidTestKotlinProcessorClasspath; :app/project/kspStagingDebugKotlinProcessorClasspath; :app/project/kspStagingDebugUnitTestKotlinProcessorClasspath; :app/project/kspStagingReleaseKotlinProcessorClasspath; :app/project/kspStagingReleaseUnitTestKotlinProcessorClasspath","com.google.dagger:dagger-compiler:2.56.2","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.checkerframework:checker-qual:3.33.0",":app/project/_internal-unified-test-platform-android-driver-instrumentation; :app/project/_internal-unified-test-platform-android-test-plugin; :app/project/_internal-unified-test-platform-core; :app/project/_internal-unified-test-platform-launcher","com.google.guava:guava:32.0.1-jre","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.checkerframework:checker-qual:3.41.0",":app/project/kspDevDebugAndroidTestKotlinProcessorClasspath; :app/project/kspDevDebugKotlinProcessorClasspath; :app/project/kspDevDebugUnitTestKotlinProcessorClasspath; :app/project/kspDevReleaseKotlinProcessorClasspath; :app/project/kspDevReleaseUnitTestKotlinProcessorClasspath; :app/project/kspProdDebugAndroidTestKotlinProcessorClasspath; :app/project/kspProdDebugKotlinProcessorClasspath; :app/project/kspProdDebugUnitTestKotlinProcessorClasspath; :app/project/kspProdReleaseKotlinProcessorClasspath; :app/project/kspProdReleaseUnitTestKotlinProcessorClasspath; :app/project/kspQaDebugAndroidTestKotlinProcessorClasspath; :app/project/kspQaDebugKotlinProcessorClasspath; :app/project/kspQaDebugUnitTestKotlinProcessorClasspath; :app/project/kspQaReleaseKotlinProcessorClasspath; :app/project/kspQaReleaseUnitTestKotlinProcessorClasspath; :app/project/kspStagingDebugAndroidTestKotlinProcessorClasspath; :app/project/kspStagingDebugKotlinProcessorClasspath; :app/project/kspStagingDebugUnitTestKotlinProcessorClasspath; :app/project/kspStagingReleaseKotlinProcessorClasspath; :app/project/kspStagingReleaseUnitTestKotlinProcessorClasspath","com.google.guava:guava:33.0.0-jre","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.checkerframework:checker-qual:3.43.0",":/buildscript/classpath; :app/project/_internal-unified-test-platform-android-device-provider-ddmlib; :app/project/_internal-unified-test-platform-android-test-plugin-host-additional-test-output; :app/project/_internal-unified-test-platform-android-test-plugin-host-apk-installer; :app/project/_internal-unified-test-platform-android-test-plugin-host-coverage; :app/project/_internal-unified-test-platform-android-test-plugin-host-device-info; :app/project/_internal-unified-test-platform-android-test-plugin-host-emulator-control; :app/project/_internal-unified-test-platform-android-test-plugin-host-logcat; :app/project/_internal-unified-test-platform-android-test-plugin-result-listener-gradle","com.google.guava:guava:33.3.1-jre; org.tensorflow:tensorflow-lite-metadata:0.2.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.codehaus.mojo:animal-sniffer-annotations:1.23",":app/project/_internal-unified-test-platform-core","io.grpc:grpc-core:1.57.2","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.codehaus.mojo:animal-sniffer-annotations:1.24",":/buildscript/classpath; :app/project/_internal-unified-test-platform-android-test-plugin-host-emulator-control; :app/project/_internal-unified-test-platform-android-test-plugin-result-listener-gradle","io.grpc:grpc-core:1.69.1; io.grpc:grpc-util:1.69.1","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.ec4j.core:ec4j-core:0.3.0",":app/project/detektPlugins","com.pinterest.ktlint:ktlint-rule-engine-core:0.50.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.glassfish.jaxb:jaxb-runtime:2.3.2",":/buildscript/classpath","androidx.databinding:databinding-compiler-common:8.13.2; com.android.tools:repository:31.13.2; com.android.tools:sdk-common:31.13.2; com.android.tools:sdklib:31.13.2; com.android.tools.build:gradle:8.13.2","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.glassfish.jaxb:txw2:2.3.2",":/buildscript/classpath","org.glassfish.jaxb:jaxb-runtime:2.3.2","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.hamcrest:hamcrest-core:1.3",":app/project/devDebugAndroidTestCompileClasspath; :app/project/devDebugAndroidTestRuntimeClasspath; :app/project/devDebugUnitTestCompileClasspath; :app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseUnitTestCompileClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/prodDebugAndroidTestCompileClasspath; :app/project/prodDebugAndroidTestRuntimeClasspath; :app/project/prodDebugUnitTestCompileClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseUnitTestCompileClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugAndroidTestCompileClasspath; :app/project/qaDebugAndroidTestRuntimeClasspath; :app/project/qaDebugUnitTestCompileClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseUnitTestCompileClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugAndroidTestCompileClasspath; :app/project/stagingDebugAndroidTestRuntimeClasspath; :app/project/stagingDebugUnitTestCompileClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseUnitTestCompileClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","junit:junit:4.13.2; org.hamcrest:hamcrest-library:1.3","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.hamcrest:hamcrest-integration:1.3",":app/project/devDebugAndroidTestRuntimeClasspath; :app/project/prodDebugAndroidTestRuntimeClasspath; :app/project/qaDebugAndroidTestRuntimeClasspath; :app/project/stagingDebugAndroidTestRuntimeClasspath","androidx.test.espresso:espresso-core:3.5.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.hamcrest:hamcrest-library:1.3",":app/project/devDebugAndroidTestRuntimeClasspath; :app/project/prodDebugAndroidTestRuntimeClasspath; :app/project/qaDebugAndroidTestRuntimeClasspath; :app/project/stagingDebugAndroidTestRuntimeClasspath","androidx.test.espresso:espresso-core:3.5.0; org.hamcrest:hamcrest-integration:1.3","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jcommander:jcommander:1.85",":app/project/detekt","io.gitlab.arturbosch.detekt:detekt-cli:1.23.7","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jdom:jdom2:2.0.6",":/buildscript/classpath","com.android.tools.build.jetifier:jetifier-processor:1.0.0-beta10","GHSA-2363-cqg2-863c","Investigate applicability; qualify parent/library remedy under report WP0a/WP3/WP5; not accepted risk"
"org.jetbrains:annotations:13.0",":/buildscript/classpath; :app/project/detekt; :app/project/detektPlugins; :app/project/kotlinBuildToolsApiClasspath; :app/project/kotlinCompilerClasspath; :app/project/kotlinCompilerPluginClasspathDevDebug; :app/project/kotlinCompilerPluginClasspathDevDebugAndroidTest; :app/project/kotlinCompilerPluginClasspathDevDebugUnitTest; :app/project/kotlinCompilerPluginClasspathDevRelease; :app/project/kotlinCompilerPluginClasspathDevReleaseUnitTest; :app/project/kotlinCompilerPluginClasspathProdDebug; :app/project/kotlinCompilerPluginClasspathProdDebugAndroidTest; :app/project/kotlinCompilerPluginClasspathProdDebugUnitTest; :app/project/kotlinCompilerPluginClasspathProdRelease; :app/project/kotlinCompilerPluginClasspathProdReleaseUnitTest; :app/project/kotlinCompilerPluginClasspathQaDebug; :app/project/kotlinCompilerPluginClasspathQaDebugAndroidTest; :app/project/kotlinCompilerPluginClasspathQaDebugUnitTest; :app/project/kotlinCompilerPluginClasspathQaRelease; :app/project/kotlinCompilerPluginClasspathQaReleaseUnitTest; :app/project/kotlinCompilerPluginClasspathStagingDebug; :app/project/kotlinCompilerPluginClasspathStagingDebugAndroidTest; :app/project/kotlinCompilerPluginClasspathStagingDebugUnitTest; :app/project/kotlinCompilerPluginClasspathStagingRelease; :app/project/kotlinCompilerPluginClasspathStagingReleaseUnitTest; :app/project/kspDevDebugAndroidTestKotlinProcessorClasspath; :app/project/kspDevDebugKotlinProcessorClasspath; :app/project/kspDevDebugUnitTestKotlinProcessorClasspath; :app/project/kspDevReleaseKotlinProcessorClasspath; :app/project/kspDevReleaseUnitTestKotlinProcessorClasspath; :app/project/kspPluginClasspath; :app/project/kspPluginClasspathNonEmbeddable; :app/project/kspProdDebugAndroidTestKotlinProcessorClasspath; :app/project/kspProdDebugKotlinProcessorClasspath; :app/project/kspProdDebugUnitTestKotlinProcessorClasspath; :app/project/kspProdReleaseKotlinProcessorClasspath; :app/project/kspProdReleaseUnitTestKotlinProcessorClasspath; :app/project/kspQaDebugAndroidTestKotlinProcessorClasspath; :app/project/kspQaDebugKotlinProcessorClasspath; :app/project/kspQaDebugUnitTestKotlinProcessorClasspath; :app/project/kspQaReleaseKotlinProcessorClasspath; :app/project/kspQaReleaseUnitTestKotlinProcessorClasspath; :app/project/kspStagingDebugAndroidTestKotlinProcessorClasspath; :app/project/kspStagingDebugKotlinProcessorClasspath; :app/project/kspStagingDebugUnitTestKotlinProcessorClasspath; :app/project/kspStagingReleaseKotlinProcessorClasspath; :app/project/kspStagingReleaseUnitTestKotlinProcessorClasspath","com.android.tools.ddms:ddmlib:31.13.2; com.android.tools.layoutlib:layoutlib-api:31.13.2; org.jetbrains.kotlin:kotlin-stdlib:2.0.10; org.jetbrains.kotlin:kotlin-stdlib:2.0.21; org.jetbrains.kotlin:kotlin-stdlib:2.1.0; org.jetbrains.kotlin:kotlin-stdlib:2.1.10; org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.9.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains:annotations:23.0.0",":app/project/_internal-unified-test-platform-android-device-provider-ddmlib; :app/project/_internal-unified-test-platform-android-driver-instrumentation; :app/project/_internal-unified-test-platform-android-test-plugin; :app/project/_internal-unified-test-platform-android-test-plugin-host-additional-test-output; :app/project/_internal-unified-test-platform-android-test-plugin-host-apk-installer; :app/project/_internal-unified-test-platform-android-test-plugin-host-coverage; :app/project/_internal-unified-test-platform-android-test-plugin-host-device-info; :app/project/_internal-unified-test-platform-android-test-plugin-host-emulator-control; :app/project/_internal-unified-test-platform-android-test-plugin-host-logcat; :app/project/_internal-unified-test-platform-android-test-plugin-result-listener-gradle; :app/project/_internal-unified-test-platform-core; :app/project/_internal-unified-test-platform-launcher; :app/project/devDebugAndroidTestCompileClasspath; :app/project/devDebugAndroidTestRuntimeClasspath; :app/project/devDebugCompileClasspath; :app/project/devDebugRuntimeClasspath; :app/project/devDebugUnitTestCompileClasspath; :app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseCompileClasspath; :app/project/devReleaseRuntimeClasspath; :app/project/devReleaseUnitTestCompileClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/prodDebugAndroidTestCompileClasspath; :app/project/prodDebugAndroidTestRuntimeClasspath; :app/project/prodDebugCompileClasspath; :app/project/prodDebugRuntimeClasspath; :app/project/prodDebugUnitTestCompileClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseCompileClasspath; :app/project/prodReleaseRuntimeClasspath; :app/project/prodReleaseUnitTestCompileClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugAndroidTestCompileClasspath; :app/project/qaDebugAndroidTestRuntimeClasspath; :app/project/qaDebugCompileClasspath; :app/project/qaDebugRuntimeClasspath; :app/project/qaDebugUnitTestCompileClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseCompileClasspath; :app/project/qaReleaseRuntimeClasspath; :app/project/qaReleaseUnitTestCompileClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugAndroidTestCompileClasspath; :app/project/stagingDebugAndroidTestRuntimeClasspath; :app/project/stagingDebugCompileClasspath; :app/project/stagingDebugRuntimeClasspath; :app/project/stagingDebugUnitTestCompileClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseCompileClasspath; :app/project/stagingReleaseRuntimeClasspath; :app/project/stagingReleaseUnitTestCompileClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","com.android.tools.ddms:ddmlib:31.13.2; org.jetbrains.kotlin:kotlin-stdlib:1.8.21; org.jetbrains.kotlin:kotlin-stdlib:1.9.0; org.jetbrains.kotlin:kotlin-stdlib:2.1.10; org.jetbrains.kotlin:kotlin-stdlib:2.2.0; org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.7.3; org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.9.0; org.jetbrains.kotlinx:kotlinx-coroutines-test-jvm:1.9.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.intellij.deps:trove4j:1.0.20200330",":app/project/detekt; :app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/kotlinBuildToolsApiClasspath; :app/project/kotlinCompilerClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","org.jetbrains.kotlin:kotlin-compiler-embeddable:2.0.10; org.jetbrains.kotlin:kotlin-compiler-embeddable:2.0.21; org.jetbrains.kotlin:kotlin-compiler-embeddable:2.1.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:compose-compiler-gradle-plugin:2.1.0",":/buildscript/classpath","org.jetbrains.kotlin.plugin.compose:org.jetbrains.kotlin.plugin.compose.gradle.plugin:2.1.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-build-common:2.1.0",":app/project/kotlinBuildToolsApiClasspath","org.jetbrains.kotlin:kotlin-compiler-runner:2.1.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-build-statistics:2.1.0",":/buildscript/classpath","org.jetbrains.kotlin:kotlin-gradle-plugin:2.1.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-build-tools-api:2.1.0",":/buildscript/classpath; :app/project/kotlinBuildToolsApiClasspath","org.jetbrains.kotlin:kotlin-build-statistics:2.1.0; org.jetbrains.kotlin:kotlin-build-tools-impl:2.1.0; org.jetbrains.kotlin:kotlin-gradle-plugin-api:2.1.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-build-tools-impl:2.1.0",":app/project/kotlinBuildToolsApiClasspath","project :app","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-compiler-embeddable:2.0.10",":app/project/detekt","io.gitlab.arturbosch.detekt:detekt-api:1.23.7; io.gitlab.arturbosch.detekt:detekt-cli:1.23.7; io.gitlab.arturbosch.detekt:detekt-parser:1.23.7; io.gitlab.arturbosch.detekt:detekt-psi-utils:1.23.7","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-compiler-embeddable:2.0.21",":app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","com.lemonappdev:konsist:0.17.3","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-compiler-embeddable:2.1.0",":app/project/kotlinBuildToolsApiClasspath; :app/project/kotlinCompilerClasspath","org.jetbrains.kotlin:kotlin-build-tools-impl:2.1.0; org.jetbrains.kotlin:kotlin-compiler-runner:2.1.0; project :app","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-compiler-runner:2.1.0",":/buildscript/classpath; :app/project/kotlinBuildToolsApiClasspath","org.jetbrains.kotlin:kotlin-build-tools-impl:2.1.0; org.jetbrains.kotlin:kotlin-gradle-plugin:2.1.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-compose-compiler-plugin-embeddable:2.1.0",":app/project/kotlinCompilerPluginClasspathDevDebug; :app/project/kotlinCompilerPluginClasspathDevDebugAndroidTest; :app/project/kotlinCompilerPluginClasspathDevDebugUnitTest; :app/project/kotlinCompilerPluginClasspathDevRelease; :app/project/kotlinCompilerPluginClasspathDevReleaseUnitTest; :app/project/kotlinCompilerPluginClasspathProdDebug; :app/project/kotlinCompilerPluginClasspathProdDebugAndroidTest; :app/project/kotlinCompilerPluginClasspathProdDebugUnitTest; :app/project/kotlinCompilerPluginClasspathProdRelease; :app/project/kotlinCompilerPluginClasspathProdReleaseUnitTest; :app/project/kotlinCompilerPluginClasspathQaDebug; :app/project/kotlinCompilerPluginClasspathQaDebugAndroidTest; :app/project/kotlinCompilerPluginClasspathQaDebugUnitTest; :app/project/kotlinCompilerPluginClasspathQaRelease; :app/project/kotlinCompilerPluginClasspathQaReleaseUnitTest; :app/project/kotlinCompilerPluginClasspathStagingDebug; :app/project/kotlinCompilerPluginClasspathStagingDebugAndroidTest; :app/project/kotlinCompilerPluginClasspathStagingDebugUnitTest; :app/project/kotlinCompilerPluginClasspathStagingRelease; :app/project/kotlinCompilerPluginClasspathStagingReleaseUnitTest","project :app","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-daemon-client:2.1.0",":/buildscript/classpath; :app/project/kotlinBuildToolsApiClasspath","org.jetbrains.kotlin:kotlin-compiler-runner:2.1.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-daemon-embeddable:2.0.10",":app/project/detekt","org.jetbrains.kotlin:kotlin-compiler-embeddable:2.0.10","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-daemon-embeddable:2.0.21",":app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","org.jetbrains.kotlin:kotlin-compiler-embeddable:2.0.21","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-daemon-embeddable:2.1.0",":app/project/kotlinBuildToolsApiClasspath; :app/project/kotlinCompilerClasspath","org.jetbrains.kotlin:kotlin-compiler-embeddable:2.1.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-gradle-plugin-annotations:2.1.0",":/buildscript/classpath","org.jetbrains.kotlin:kotlin-gradle-plugin-api:2.1.0; org.jetbrains.kotlin:kotlin-gradle-plugin-idea:2.1.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-gradle-plugin-api:2.1.0",":/buildscript/classpath","org.jetbrains.kotlin:compose-compiler-gradle-plugin:2.1.0; org.jetbrains.kotlin:kotlin-gradle-plugin-model:2.1.0; org.jetbrains.kotlin:kotlin-gradle-plugin:2.1.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-gradle-plugin-idea-proto:2.1.0",":/buildscript/classpath","org.jetbrains.kotlin:kotlin-gradle-plugin:2.1.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-gradle-plugin-idea:2.1.0",":/buildscript/classpath","org.jetbrains.kotlin:kotlin-gradle-plugin-idea-proto:2.1.0; org.jetbrains.kotlin:kotlin-gradle-plugin:2.1.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-gradle-plugin-model:2.1.0",":/buildscript/classpath","org.jetbrains.kotlin:compose-compiler-gradle-plugin:2.1.0; org.jetbrains.kotlin:kotlin-gradle-plugin:2.1.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-gradle-plugin:2.1.0",":/buildscript/classpath","org.jetbrains.kotlin:compose-compiler-gradle-plugin:2.1.0; org.jetbrains.kotlin.android:org.jetbrains.kotlin.android.gradle.plugin:2.1.0","GHSA-r937-wjx7-w2jp","Investigate applicability; qualify parent/library remedy under report WP0a/WP3/WP5; not accepted risk"
"org.jetbrains.kotlin:kotlin-gradle-plugins-bom:2.1.0",":/buildscript/classpath","org.jetbrains.kotlin:compose-compiler-gradle-plugin:2.1.0; org.jetbrains.kotlin:kotlin-gradle-plugin-api:2.1.0; org.jetbrains.kotlin:kotlin-gradle-plugin-model:2.1.0; org.jetbrains.kotlin:kotlin-gradle-plugin:2.1.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-klib-commonizer-api:2.1.0",":/buildscript/classpath","org.jetbrains.kotlin:kotlin-gradle-plugin:2.1.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-native-utils:2.1.0",":/buildscript/classpath","org.jetbrains.kotlin:kotlin-gradle-plugin-api:2.1.0; org.jetbrains.kotlin:kotlin-klib-commonizer-api:2.1.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"org.jetbrains.kotlin:kotlin-reflect:1.6.10",":app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/kotlinBuildToolsApiClasspath; :app/project/kotlinCompilerClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","org.jetbrains.kotlin:kotlin-compiler-embeddable:2.0.21; org.jetbrains.kotlin:kotlin-compiler-embeddable:2.1.0","","Retain pending scoped work packages; no OSV match is not security clearance"
